ticker,ticker-full,short-name,sector,industry,6-10--2025
CHDN,CHDN US Equity,CHURCHILL DOWNS,Consumer Discretionary,"Hotels, Restaurants & Leisure",101.8399963
SBUX,SBUX US Equity,STARBUCKS CORP,Consumer Discretionary,"Hotels, Restaurants & Leisure",91.43000031
LNW,LNW US Equity,LIGHT & WONDER I,Consumer Discretionary,"Hotels, Restaurants & Leisure",90.80000305
WYNN,WYNN US Equity,WYNN RESORTS LTD,Consumer Discretionary,"Hotels, Restaurants & Leisure",86.66999817
MCRI,MCRI US Equity,MONARCH CASINO,Consumer Discretionary,"Hotels, Restaurants & Leisure",85.51000214
WH,WH US Equity,WYNDHAM HOTELS &,Consumer Discretionary,"Hotels, Restaurants & Leisure",83.76000214
CAVA,CAVA US Equity,CAVA GROUP INC,Consumer Discretionary,"Hotels, Restaurants & Leisure",78.31999969
KRUS,KRUS US Equity,KURA SUSHI USA-A,Consumer Discretionary,"Hotels, Restaurants & Leisure",78.27999878
BYD,BYD US Equity,BOYD GAMING CORP,Consumer Discretionary,"Hotels, Restaurants & Leisure",75.01999664
BROS,BROS US Equity,DUTCH BROS INC-A,Consumer Discretionary,"Hotels, Restaurants & Leisure",70.29000092
VAC,VAC US Equity,MARRIOTT VACATIO,Consumer Discretionary,"Hotels, Restaurants & Leisure",67.75
CAKE,CAKE US Equity,CHEESECAKE FACTO,Consumer Discretionary,"Hotels, Restaurants & Leisure",57.33000183
CBRL,CBRL US Equity,CRACKER BARREL,Consumer Discretionary,"Hotels, Restaurants & Leisure",54.50999832
CMG,CMG US Equity,CHIPOTLE MEXICAN,Consumer Discretionary,"Hotels, Restaurants & Leisure",50.61999893
TNL,TNL US Equity,TRAVEL + LEISURE,Consumer Discretionary,"Hotels, Restaurants & Leisure",50.50999832
RRR,RRR US Equity,RED ROCK RESOR-A,Consumer Discretionary,"Hotels, Restaurants & Leisure",49.02000046
PZZA,PZZA US Equity,PAPA JOHN'S INTL,Consumer Discretionary,"Hotels, Restaurants & Leisure",48.20000076
BJRI,BJRI US Equity,BJ'S RESTAURANTS,Consumer Discretionary,"Hotels, Restaurants & Leisure",43.22999954
PRKS,PRKS US Equity,UNITED PARKS & R,Consumer Discretionary,"Hotels, Restaurants & Leisure",42.74000168
RICK,RICK US Equity,RCI HOSPITALITY,Consumer Discretionary,"Hotels, Restaurants & Leisure",42.52000046
LVS,LVS US Equity,LAS VEGAS SANDS,Consumer Discretionary,"Hotels, Restaurants & Leisure",42.49000168
HGV,HGV US Equity,HILTON GRAND VAC,Consumer Discretionary,"Hotels, Restaurants & Leisure",40.40000153
DKNG,DKNG US Equity,DRAFTKINGS INC,Consumer Discretionary,"Hotels, Restaurants & Leisure",37.56000137
MGM,MGM US Equity,MGM RESORTS INTE,Consumer Discretionary,"Hotels, Restaurants & Leisure",33.38999939
FUN,FUN US Equity,SIX FLAGS ENTERT,Consumer Discretionary,"Hotels, Restaurants & Leisure",32.70000076
BDL,BDL US Equity,FLANIGAN'S ENTER,Consumer Discretionary,"Hotels, Restaurants & Leisure",32.68000031
PRSU,PRSU US Equity,PURSUIT ATTRACTI,Consumer Discretionary,"Hotels, Restaurants & Leisure",29.22999954
CZR,CZR US Equity,CAESARS ENTERTAI,Consumer Discretionary,"Hotels, Restaurants & Leisure",28.26499939
GDEN,GDEN US Equity,GOLDEN ENTERTAIN,Consumer Discretionary,"Hotels, Restaurants & Leisure",27.95999908
LTH,LTH US Equity,LIFE TIME GROUP,Consumer Discretionary,"Hotels, Restaurants & Leisure",27.78000069
DIN,DIN US Equity,DINE BRANDS GLOB,Consumer Discretionary,"Hotels, Restaurants & Leisure",26.36000061
PLAY,PLAY US Equity,DAVE & BUSTER'S,Consumer Discretionary,"Hotels, Restaurants & Leisure",25.87000084
CCL,CCL US Equity,CARNIVAL CORP,Consumer Discretionary,"Hotels, Restaurants & Leisure",24.51000023
CUK,CUK US Equity,CARNIVAL PLC-ADR,Consumer Discretionary,"Hotels, Restaurants & Leisure",22.12000084
JACK,JACK US Equity,JACK IN THE BOX,Consumer Discretionary,"Hotels, Restaurants & Leisure",20.78000069
NCLH,NCLH US Equity,NORWEGIAN CRUISE,Consumer Discretionary,"Hotels, Restaurants & Leisure",19.73999977
CPHC,CPHC US Equity,CANTERBURY PARK,Consumer Discretionary,"Hotels, Restaurants & Leisure",17.02000046
PENN,PENN US Equity,PENN ENTERTAINME,Consumer Discretionary,"Hotels, Restaurants & Leisure",16.80999947
FWRG,FWRG US Equity,FIRST WATCH REST,Consumer Discretionary,"Hotels, Restaurants & Leisure",15.90999985
IGT,IGT US Equity,INTERNATIONAL GA,Consumer Discretionary,"Hotels, Restaurants & Leisure",15.18000031
EVRI,EVRI US Equity,EVERI HOLDINGS I,Consumer Discretionary,"Hotels, Restaurants & Leisure",14.18000031
RSI,RSI US Equity,RUSH STREET INTE,Consumer Discretionary,"Hotels, Restaurants & Leisure",13.72000027
SG,SG US Equity,SWEETGREEN INC-A,Consumer Discretionary,"Hotels, Restaurants & Leisure",13.56000042
PLYA,PLYA US Equity,PLAYA HOTELS & R,Consumer Discretionary,"Hotels, Restaurants & Leisure",13.5
YOSH,YOSH US Equity,YOSHIHARU GLOB-A,Consumer Discretionary,"Hotels, Restaurants & Leisure",13.44999981
ACEL,ACEL US Equity,ACCEL ENTERTAINM,Consumer Discretionary,"Hotels, Restaurants & Leisure",11.65999985
PTLO,PTLO US Equity,PORTILLO'S-CL A,Consumer Discretionary,"Hotels, Restaurants & Leisure",11.57999992
WEN,WEN US Equity,WENDY'S CO/THE,Consumer Discretionary,"Hotels, Restaurants & Leisure",11.39000034
LIND,LIND US Equity,LINDBLAD EXPEDIT,Consumer Discretionary,"Hotels, Restaurants & Leisure",11.36999989
PBPB,PBPB US Equity,POTBELLY CORP,Consumer Discretionary,"Hotels, Restaurants & Leisure",11.19999981
LOCO,LOCO US Equity,EL POLLO LOCO HO,Consumer Discretionary,"Hotels, Restaurants & Leisure",10.93000031
VENU,VENU US Equity,VENU HOLDING COR,Consumer Discretionary,"Hotels, Restaurants & Leisure",10.92000008
BALY,BALY US Equity,BALLY'S CORP,Consumer Discretionary,"Hotels, Restaurants & Leisure",9.920000076
ARKR,ARKR US Equity,ARK RESTAURANTS,Consumer Discretionary,"Hotels, Restaurants & Leisure",9.739999771
XPOF,XPOF US Equity,XPONENTIAL FIT-A,Consumer Discretionary,"Hotels, Restaurants & Leisure",9.079999924
LUCK,LUCK US Equity,LUCKY STRIKE ENT,Consumer Discretionary,"Hotels, Restaurants & Leisure",8.890000343
BLMN,BLMN US Equity,BLOOMIN' BRANDS,Consumer Discretionary,"Hotels, Restaurants & Leisure",8.25
GBTG,GBTG US Equity,GLOBAL BUSINESS,Consumer Discretionary,"Hotels, Restaurants & Leisure",6.570000172
TWNP,TWNP US Equity,TWIN HOSPITALITY,Consumer Discretionary,"Hotels, Restaurants & Leisure",6.429999828
RRGB,RRGB US Equity,RED ROBIN GOURME,Consumer Discretionary,"Hotels, Restaurants & Leisure",6.019999981
GENK,GENK US Equity,GEN RESTAURANT G,Consumer Discretionary,"Hotels, Restaurants & Leisure",4.260000229
DENN,DENN US Equity,DENNY'S CORP,Consumer Discretionary,"Hotels, Restaurants & Leisure",4.230000019
STKS,STKS US Equity,ONE GROUP HOSPIT,Consumer Discretionary,"Hotels, Restaurants & Leisure",3.799999952
FLL,FLL US Equity,FULL HOUSE RESRT,Consumer Discretionary,"Hotels, Restaurants & Leisure",3.269999981
SABR,SABR US Equity,SABRE CORP,Consumer Discretionary,"Hotels, Restaurants & Leisure",2.960000038
FATBB,FATBB US Equity,FAT BRANDS I-CLB,Consumer Discretionary,"Hotels, Restaurants & Leisure",2.75
FAT,FAT US Equity,FAT BRANDS-CL A,Consumer Discretionary,"Hotels, Restaurants & Leisure",2.720000029
AGAE,AGAE US Equity,ALLIED GAMING &,Consumer Discretionary,"Hotels, Restaurants & Leisure",2.680000067
RAVE,RAVE US Equity,RAVE RESTAURANT,Consumer Discretionary,"Hotels, Restaurants & Leisure",2.539999962
CNTY,CNTY US Equity,CENTURY CASINOS,Consumer Discretionary,"Hotels, Restaurants & Leisure",2.24000001
SOND,SOND US Equity,SONDER HOLDINGS,Consumer Discretionary,"Hotels, Restaurants & Leisure",1.830000043
GTIM,GTIM US Equity,GOOD TIMES REST,Consumer Discretionary,"Hotels, Restaurants & Leisure",1.720000029
BTBD,BTBD US Equity,BT BRANDS INC,Consumer Discretionary,"Hotels, Restaurants & Leisure",1.424999952
LTRY,LTRY US Equity,LOTTERY.COM INC,Consumer Discretionary,"Hotels, Restaurants & Leisure",1.320000052
HOFV,HOFV US Equity,HALL OF FAME RES,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.889900029
NDLS,NDLS US Equity,NOODLES & CO,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.847599983
AGH,AGH US Equity,AUREUS GREENWAY,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.633000016
BKNG,BKNG US Equity,BOOKING HOLDINGS,Consumer Discretionary,"Hotels, Restaurants & Leisure",5487.98
DASH,DASH US Equity,DOORDASH INC-A,Consumer Discretionary,"Hotels, Restaurants & Leisure",214.97
EXPE,EXPE US Equity,EXPEDIA GROUP IN,Consumer Discretionary,"Hotels, Restaurants & Leisure",174.06
ABNB,ABNB US Equity,AIRBNB INC-A,Consumer Discretionary,"Hotels, Restaurants & Leisure",138.56
NATH,NATH US Equity,NATHANS FAMOUS,Consumer Discretionary,"Hotels, Restaurants & Leisure",115.66
ARMK,ARMK US Equity,ARAMARK,Consumer Discretionary,"Hotels, Restaurants & Leisure",39.57
SBET,SBET US Equity,SHARPLINK GAMING,Consumer Discretionary,"Hotels, Restaurants & Leisure",33.98
AGS,AGS US Equity,PLAYAGS INC,Consumer Discretionary,"Hotels, Restaurants & Leisure",12.38
SERV,SERV US Equity,SERVE ROBOTICS I,Consumer Discretionary,"Hotels, Restaurants & Leisure",12.1
INSE,INSE US Equity,INSPIRED ENTERTA,Consumer Discretionary,"Hotels, Restaurants & Leisure",8.07
TH,TH US Equity,TARGET HOSPITALI,Consumer Discretionary,"Hotels, Restaurants & Leisure",6.99
ISPO,ISPO US Equity,INSPIRATO INC,Consumer Discretionary,"Hotels, Restaurants & Leisure",3.93
DNUT,DNUT US Equity,KRISPY KREME INC,Consumer Discretionary,"Hotels, Restaurants & Leisure",2.94
ROLR,ROLR US Equity,HIGH ROLLER TECH,Consumer Discretionary,"Hotels, Restaurants & Leisure",2.31
NVR,NVR US Equity,NVR INC,Consumer Discretionary,Household Durables,7398.680176
CVCO,CVCO US Equity,CAVCO INDUSTRIES,Consumer Discretionary,Household Durables,429.6199951
DHI,DHI US Equity,DR HORTON INC,Consumer Discretionary,Household Durables,126.9400024
LEN,LEN US Equity,LENNAR CORP-A,Consumer Discretionary,Household Durables,113.5500031
MHO,MHO US Equity,M/I HOMES INC,Consumer Discretionary,Household Durables,112.25
TOL,TOL US Equity,TOLL BROTHERS,Consumer Discretionary,Household Durables,111.9499969
LEN/B,LEN/B US Equity,LENNAR CORP-B,Consumer Discretionary,Household Durables,108.8700027
MHK,MHK US Equity,MOHAWK INDS,Consumer Discretionary,Household Durables,105.9400024
HOV,HOV US Equity,HOVNANIAN ENT-A,Consumer Discretionary,Household Durables,105.5599976
PHM,PHM US Equity,PULTEGROUP INC,Consumer Discretionary,Household Durables,105.0299988
SN,SN US Equity,SHARKNINJA INC,Consumer Discretionary,Household Durables,89.48000336
WHR,WHR US Equity,WHIRLPOOL CORP,Consumer Discretionary,Household Durables,87.98000336
MTH,MTH US Equity,MERITAGE HOMES C,Consumer Discretionary,Household Durables,67.76000214
SKY,SKY US Equity,CHAMPION HOMES I,Consumer Discretionary,Household Durables,66.56999969
SGI,SGI US Equity,SOMNIGROUP INTER,Consumer Discretionary,Household Durables,66.08999634
GRBK,GRBK US Equity,GREEN BRICK PART,Consumer Discretionary,Household Durables,62.29999924
TMHC,TMHC US Equity,TAYLOR MORRISON,Consumer Discretionary,Household Durables,59.70000076
CCS,CCS US Equity,CENTURY COMMUNIT,Consumer Discretionary,Household Durables,55.84999847
KBH,KBH US Equity,KB HOME,Consumer Discretionary,Household Durables,54.74000168
LGIH,LGIH US Equity,LGI HOMES INC,Consumer Discretionary,Household Durables,53.84999847
LZB,LZB US Equity,LA-Z-BOY INC,Consumer Discretionary,Household Durables,41.22000122
FLXS,FLXS US Equity,FLEXSTEEL INDS,Consumer Discretionary,Household Durables,32.15000153
TPH,TPH US Equity,TRI POINTE HOMES,Consumer Discretionary,Household Durables,31.61000061
ETD,ETD US Equity,ETHAN ALLEN,Consumer Discretionary,Household Durables,27.04999924
DFH,DFH US Equity,DREAM FINDERS-A,Consumer Discretionary,Household Durables,24.52000046
BZH,BZH US Equity,BEAZER HOMES USA,Consumer Discretionary,Household Durables,22.96999931
LOVE,LOVE US Equity,LOVESAC CO/THE,Consumer Discretionary,Household Durables,20.88999939
SDHC,SDHC US Equity,SMITH DOUG HOMES,Consumer Discretionary,Household Durables,20.19000053
HBB,HBB US Equity,HAMILTON -A,Consumer Discretionary,Household Durables,18.29999924
BSET,BSET US Equity,BASSETT FURN,Consumer Discretionary,Household Durables,15.80000019
HOFT,HOFT US Equity,HOOKER FURNISHIN,Consumer Discretionary,Household Durables,12.06999969
LSEA,LSEA US Equity,LANDSEA HOMES CO,Consumer Discretionary,Household Durables,11.27000046
LEG,LEG US Equity,LEGGETT & PLATT,Consumer Discretionary,Household Durables,9.619999886
NWL,NWL US Equity,NEWELL BRANDS IN,Consumer Discretionary,Household Durables,5.690000057
LCUT,LCUT US Equity,LIFETIME BRANDS,Consumer Discretionary,Household Durables,4.119999886
IRBT,IRBT US Equity,IROBOT CORP,Consumer Discretionary,Household Durables,3.720000029
UHG,UHG US Equity,UNITED HOMES GRO,Consumer Discretionary,Household Durables,3.680000067
COOK,COOK US Equity,TRAEGER INC,Consumer Discretionary,Household Durables,1.850000024
ATER,ATER US Equity,ATERIAN INC,Consumer Discretionary,Household Durables,1.409999967
NVFY,NVFY US Equity,NOVA LIFESTYLE I,Consumer Discretionary,Household Durables,1.24000001
PRPL,PRPL US Equity,PURPLE INNOVATIO,Consumer Discretionary,Household Durables,0.788900018
BLD,BLD US Equity,TOPBUILD COR,Consumer Discretionary,Household Durables,309.54
IBP,IBP US Equity,INSTALLED BUILDI,Consumer Discretionary,Household Durables,175
HELE,HELE US Equity,HELEN OF TROY,Consumer Discretionary,Household Durables,29.59
LIVE,LIVE US Equity,LIVE VENTURES IN,Consumer Discretionary,Household Durables,13.63
SONO,SONO US Equity,SONOS INC,Consumer Discretionary,Household Durables,10.51
UEIC,UEIC US Equity,UNIVERSAL ELEC,Consumer Discretionary,Household Durables,7.3
CRCT,CRCT US Equity,CRICUT INC- A,Consumer Discretionary,Household Durables,6.41
KOSS,KOSS US Equity,KOSS CORP,Consumer Discretionary,Household Durables,5.79
RIME,RIME US Equity,ALGORHYTHM HOLDI,Consumer Discretionary,Household Durables,3.19
STRR,STRR US Equity,STAR EQUITY HOLD,Consumer Discretionary,Household Durables,2.1
YHGJ,YHGJ US Equity,YUNHONG GREEN CT,Consumer Discretionary,Household Durables,0.88
GPRO,GPRO US Equity,GOPRO INC-CL A,Consumer Discretionary,Household Durables,0.85
MSN,MSN US Equity,EMERSON RADIO,Consumer Discretionary,Household Durables,0.42
GOLF,GOLF US Equity,ACUSHNET HOLDING,Consumer Discretionary,Leisure Products,73.19000244
HAS,HAS US Equity,HASBRO INC,Consumer Discretionary,Leisure Products,68.84999847
BC,BC US Equity,BRUNSWICK CORP,Consumer Discretionary,Leisure Products,58.36999893
PII,PII US Equity,POLARIS INC,Consumer Discretionary,Leisure Products,42.61000061
RGR,RGR US Equity,STURM RUGER & CO,Consumer Discretionary,Leisure Products,37.72000122
MBUU,MBUU US Equity,MALIBU BOATS-A,Consumer Discretionary,Leisure Products,33.43000031
YETI,YETI US Equity,YETI HOLDINGS IN,Consumer Discretionary,Leisure Products,32.47999954
JOUT,JOUT US Equity,JOHNSON OUTDOO-A,Consumer Discretionary,Leisure Products,29.07999992
JAKK,JAKK US Equity,JAKKS PACIFIC,Consumer Discretionary,Leisure Products,22.48999977
MAT,MAT US Equity,MATTEL INC,Consumer Discretionary,Leisure Products,19.29000092
MCFT,MCFT US Equity,MASTERCRAFT BOAT,Consumer Discretionary,Leisure Products,18.88999939
ESCA,ESCA US Equity,ESCALADE INC,Consumer Discretionary,Leisure Products,14.28999996
AOUT,AOUT US Equity,AMERICAN OUTDOOR,Consumer Discretionary,Leisure Products,11.81999969
SWBI,SWBI US Equity,SMITH & WESSON B,Consumer Discretionary,Leisure Products,10.55000019
MPX,MPX US Equity,MARINE PRODUCTS,Consumer Discretionary,Leisure Products,8.449999809
MODG,MODG US Equity,TOPGOLF CALLAWAY,Consumer Discretionary,Leisure Products,7.699999809
PTON,PTON US Equity,PELOTON INTERA-A,Consumer Discretionary,Leisure Products,7.630000114
FNKO,FNKO US Equity,FUNKO INC-CL A,Consumer Discretionary,Leisure Products,5.150000095
CLAR,CLAR US Equity,CLARUS CORP,Consumer Discretionary,Leisure Products,3.529999971
VEEE,VEEE US Equity,TWIN VEE POWERCA,Consumer Discretionary,Leisure Products,2.410000086
NWTG,NWTG US Equity,NEWTON GOLF COMP,Consumer Discretionary,Leisure Products,1.679999948
SRM,SRM US Equity,SRM ENTERTAINMEN,Consumer Discretionary,Leisure Products,0.838999987
SWIM,SWIM US Equity,LATHAM GROUP INC,Consumer Discretionary,Leisure Products,5.93
POWW,POWW US Equity,OUTDOOR HOLDING,Consumer Discretionary,Leisure Products,1.53
YYAI,YYAI US Equity,CONNEXA SPORTS T,Consumer Discretionary,Leisure Products,0.94
TRNR,TRNR US Equity,INTERACTIVE STRE,Consumer Discretionary,Leisure Products,0.8
AZO,AZO US Equity,AUTOZONE INC,Consumer Discretionary,Specialty Retail,3713.570068
ULTA,ULTA US Equity,ULTA BEAUTY INC,Consumer Discretionary,Specialty Retail,462.2099915
GPI,GPI US Equity,GROUP 1 AUTOMOTI,Consumer Discretionary,Specialty Retail,442.6099854
WINA,WINA US Equity,WINMARK CORP,Consumer Discretionary,Specialty Retail,427.2000122
HD,HD US Equity,HOME DEPOT INC,Consumer Discretionary,Specialty Retail,367.9100037
CVNA,CVNA US Equity,CARVANA CO,Consumer Discretionary,Specialty Retail,338.5
LAD,LAD US Equity,LITHIA MOTORS,Consumer Discretionary,Specialty Retail,336.75
ABG,ABG US Equity,ASBURY AUTO GRP,Consumer Discretionary,Specialty Retail,243.6000061
BURL,BURL US Equity,BURLINGTON STORE,Consumer Discretionary,Specialty Retail,241.4299927
LOW,LOW US Equity,LOWE'S COS INC,Consumer Discretionary,Specialty Retail,224.8899994
AN,AN US Equity,AUTONATION INC,Consumer Discretionary,Specialty Retail,193.1199951
RH,RH US Equity,RH,Consumer Discretionary,Specialty Retail,189.3800049
DKS,DKS US Equity,DICK'S SPORTING,Consumer Discretionary,Specialty Retail,182.8000031
PAG,PAG US Equity,PENSKE AUTOMOTIV,Consumer Discretionary,Specialty Retail,170
BOOT,BOOT US Equity,BOOT BARN HOLDIN,Consumer Discretionary,Specialty Retail,162.0299988
WSM,WSM US Equity,WILLIAMS-SONOMA,Consumer Discretionary,Specialty Retail,158.1000061
ROST,ROST US Equity,ROSS STORES INC,Consumer Discretionary,Specialty Retail,140.0800018
TJX,TJX US Equity,TJX COS INC,Consumer Discretionary,Specialty Retail,126.0400009
ORLY,ORLY US Equity,O'REILLY AUTOMOT,Consumer Discretionary,Specialty Retail,91.70999908
ANF,ANF US Equity,ABERCROMBIE & FI,Consumer Discretionary,Specialty Retail,81.08999634
SIG,SIG US Equity,SIGNET JEWELERS,Consumer Discretionary,Specialty Retail,79.94000244
SAH,SAH US Equity,SONIC AUTOMOTI-A,Consumer Discretionary,Specialty Retail,76.01000214
FND,FND US Equity,FLOOR & DECOR-A,Consumer Discretionary,Specialty Retail,75.73000336
BBY,BBY US Equity,BEST BUY CO INC,Consumer Discretionary,Specialty Retail,74.91000366
URBN,URBN US Equity,URBAN OUTFITTER,Consumer Discretionary,Specialty Retail,69.23000336
KMX,KMX US Equity,CARMAX INC,Consumer Discretionary,Specialty Retail,68.48999786
CRMT,CRMT US Equity,AMERICA'S CAR-MA,Consumer Discretionary,Specialty Retail,55.79000092
AAP,AAP US Equity,ADVANCE AUTO PAR,Consumer Discretionary,Specialty Retail,53.25
TSCO,TSCO US Equity,TRACTOR SUPPLY,Consumer Discretionary,Specialty Retail,51.47999954
BBW,BBW US Equity,BUILD-A-BEAR WOR,Consumer Discretionary,Specialty Retail,48.25999832
W,W US Equity,WAYFAIR INC- A,Consumer Discretionary,Specialty Retail,48.20000076
CHWY,CHWY US Equity,CHEWY INC- CL A,Consumer Discretionary,Specialty Retail,45.79000092
